plant,usage,pkmt,model,od,optn,spd_spec,assy,component,cmp_description,brg_spec,ea,ay,dia_of_ball,num_of_ball,contact_angle,pcd
1840,E,ML0016,LYNX 220A-GL,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0016,LYNX 220A-GL,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0016,LYNX 220A-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0016,LYNX 220A-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0016,LYNX 220A-GL,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0017,LYNX 220B-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0017,LYNX 220B-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,E,ML0017,LYNX 220B-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0017,LYNX 220B-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0017,LYNX 220B-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0017,LYNX 220B-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,K,ML0017,LYNX 220B-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,K,ML0017,LYNX 220B-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0017,LYNX 220B-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,K,ML0017,LYNX 220B-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0018,LYNX 220C-GL,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0018,LYNX 220C-GL,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,E,ML0018,LYNX 220C-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0018,LYNX 220C-GL,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0018,LYNX 220C-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0018,LYNX 220C-GL, MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0018,LYNX 220C-GL, MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,K,ML0018,LYNX 220C-GL, MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0018,LYNX 220C-GL, MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0018,LYNX 220C-GL, MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0019,LYNX 220L ALPHA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0019,LYNX 220L ALPHA,MT1610 = 'V0020',620203-12616,MT1610V0020;MS/LS_2A_POSIT. CODE_SIEMES,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0019,LYNX 220L ALPHA,MT1110 = 'V0010',620203-12615,MT1110V0010;MS/LS BE_2A_B46_5000/7000,HEAD STOCK ASSY,R10909,"BEARING,BALL;ANGULAR",80BER10STYNDBDELP4,1,EA,9.525,26,25,101.385
1840,K,ML0019,LYNX 220L ALPHA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0019,LYNX 220L ALPHA,MT1610 = 'V0020',620203-12616,MT1610V0020;MS/LS_2A_POSIT. CODE_SIEMES,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0020,LYNX 220LA,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0020,LYNX 220LA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0020,LYNX 220LA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0020,LYNX 220LA,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0020,LYNX 220LA,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0020,LYNX 220LA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0020,LYNX 220LA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0020,LYNX 220LA,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0021,LYNX 220LB,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0021,LYNX 220LB,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,E,ML0021,LYNX 220LB,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0021,LYNX 220LB,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0021,LYNX 220LB,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0021,LYNX 220LB,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,K,ML0021,LYNX 220LB,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,K,ML0021,LYNX 220LB,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0021,LYNX 220LB,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,K,ML0021,LYNX 220LB,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0022,LYNX 220LC,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0022,LYNX 220LC,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,E,ML0022,LYNX 220LC,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0022,LYNX 220LC,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0022,LYNX 220LC,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0022,LYNX 220LC,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0022,LYNX 220LC,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,K,ML0022,LYNX 220LC,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0022,LYNX 220LC,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0022,LYNX 220LC,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0023,LYNX 220LA-GL,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0023,LYNX 220LA-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0023,LYNX 220LA-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0023,LYNX 220LA-GL,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0024,LYNX 220LB-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0024,LYNX 220LB-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,E,ML0024,LYNX 220LB-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0024,LYNX 220LB-GL,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0024,LYNX 220LB-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0025,LYNX 220LC-GL,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0025,LYNX 220LC-GL,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,E,ML0025,LYNX 220LC-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0025,LYNX 220LC-GL,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0025,LYNX 220LC-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0025,LYNX 220LC-GL, MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0025,LYNX 220LC-GL, MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,K,ML0025,LYNX 220LC-GL, MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0025,LYNX 220LC-GL, MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0025,LYNX 220LC-GL, MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0026,LYNX 220MA,MT1120 = 'V0120',620203-01142,MT1120V0120;MS/LS BE_3A_B61_6000,HEAD STOCK ASSY,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0026,LYNX 220MA,MT1120 = 'V0120',620203-01142,MT1120V0120;MS/LS BE_3A_B61_6000,HEAD STOCK ASSY,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0026,LYNX 220MA,MT1120 = 'V0120',620203-01142,MT1120V0120;MS/LS BE_3A_B61_6000,HEAD STOCK ASSY,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0026,LYNX 220MA,MT1120 = 'V0120',620203-01142,MT1120V0120;MS/LS BE_3A_B61_6000,HEAD STOCK ASSY,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0027,LYNX 220LMA,MT1120 = 'V0120',620203-01142,MT1120V0120;MS/LS BE_3A_B61_6000,HEAD STOCK ASSY,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0027,LYNX 220LMA,MT1120 = 'V0120',620203-01142,MT1120V0120;MS/LS BE_3A_B61_6000,HEAD STOCK ASSY,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0027,LYNX 220LMA,MT1120 = 'V0120',620203-01142,MT1120V0120;MS/LS BE_3A_B61_6000,HEAD STOCK ASSY,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0027,LYNX 220LMA,MT1120 = 'V0120',620203-01142,MT1120V0120;MS/LS BE_3A_B61_6000,HEAD STOCK ASSY,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0031,LYNX 300,MT1110 = 'V0495',620203-37129,MT1110V0495;MS/LS BE_2A_B86_3500_BP22/30,HEAD STOCK ASSY,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,AY,14,26,0,141
1840,E,ML0031,LYNX 300,MT1110 = 'V0480',620203-17985,MT1110V0480;MS/LS BE_2A_B86_3500_B12,SPINDLE ASSY;H/S BODY & SPINDLE,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,EA,14,26,0,141
1840,E,ML0031,LYNX 300,MT1110 = 'V0485',620203-26802,MT1110V0485;MS/LS BE_2A_B86_3500_B15,SPINDLE ASSY;H/S BODY & SPINDLE,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,EA,14,26,0,141
1840,E,ML0031,LYNX 300,MT1610 = 'V0010',620203-17987,MT1610V0010;MS/LS_2A_POSITION CODE,HOUSING ASSY;POSITION CODER,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0031,LYNX 300,MT1110 = 'V0495',620203-37129,MT1110V0495;MS/LS BE_2A_B86_3500_BP22/30,HEAD STOCK ASSY,140101-01368,"BEARING,BALL;ANGULAR",120BER10ETYNDBDCP10P4YU214,1,AY,12.7,30,25,150.048
1840,E,ML0031,LYNX 300,MT1110 = 'V0480',620203-17985,MT1110V0480;MS/LS BE_2A_B86_3500_B12,SPINDLE ASSY;H/S BODY & SPINDLE,140101-01368,"BEARING,BALL;ANGULAR",120BER10ETYNDBDCP10P4YU214,1,EA,12.7,30,25,150.048
1840,E,ML0031,LYNX 300,MT1110 = 'V0485',620203-26802,MT1110V0485;MS/LS BE_2A_B86_3500_B15,SPINDLE ASSY;H/S BODY & SPINDLE,140101-01368,"BEARING,BALL;ANGULAR",120BER10ETYNDBDCP10P4YU214,1,EA,12.7,30,25,150.048
1840,E,ML0031,LYNX 300,MT1610 = 'V0010',620203-17987,MT1610V0010;MS/LS_2A_POSITION CODE,HOUSING ASSY;POSITION CODER,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,H,ML0031,LYNX 300, MT1110 = 'V0495',620203-37129,MT1110V0495;MS/LS BE_2A_B86_3500_BP22/30,HEAD STOCK ASSY,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,AY,14,26,0,141
1840,H,ML0031,LYNX 300, MT1110 = 'V0480',620203-17985,MT1110V0480;MS/LS BE_2A_B86_3500_B12,SPINDLE ASSY;H/S BODY & SPINDLE,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,EA,14,26,0,141
1840,H,ML0031,LYNX 300, MT1110 = 'V0485',620203-26802,MT1110V0485;MS/LS BE_2A_B86_3500_B15,SPINDLE ASSY;H/S BODY & SPINDLE,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,EA,14,26,0,141
1840,H,ML0031,LYNX 300, MT1610 = 'V0010',620203-17987,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY;MAIN SPINDLE,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,H,ML0031,LYNX 300, MT1110 = 'V0495',620203-37129,MT1110V0495;MS/LS BE_2A_B86_3500_BP22/30,HEAD STOCK ASSY,140101-01368,"BEARING,BALL;ANGULAR",120BER10ETYNDBDCP10P4YU214,1,AY,12.7,30,25,150.048
1840,H,ML0031,LYNX 300, MT1110 = 'V0480',620203-17985,MT1110V0480;MS/LS BE_2A_B86_3500_B12,SPINDLE ASSY;H/S BODY & SPINDLE,140101-01368,"BEARING,BALL;ANGULAR",120BER10ETYNDBDCP10P4YU214,1,EA,12.7,30,25,150.048
1840,H,ML0031,LYNX 300, MT1110 = 'V0485',620203-26802,MT1110V0485;MS/LS BE_2A_B86_3500_B15,SPINDLE ASSY;H/S BODY & SPINDLE,140101-01368,"BEARING,BALL;ANGULAR",120BER10ETYNDBDCP10P4YU214,1,EA,12.7,30,25,150.048
1840,H,ML0031,LYNX 300, MT1610 = 'V0010',620203-17987,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY;MAIN SPINDLE,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0032,LYNX 300M,MT1120 = 'V0395',620203-37130,MT1120V0395;MS/LS BE_3A_B86_3500_BP22/30,HEAD STOCK ASSY,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,AY,14,26,0,141
1840,E,ML0032,LYNX 300M,MT1120 = 'V0380',620203-17986,MT1120V0380;MS/LS BE_3A_B86_3500_B12,SPINDLE ASSY;H/S BODY & SPINDLE,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,EA,14,26,0,141
1840,E,ML0032,LYNX 300M,MT1120 = 'V0385',620203-26804,MT1120V0385;MS/LS BE_3A_B86_3500_B15,SPINDLE ASSY;H/S BODY & SPINDLE,R11296,"BEARING,ROLLER;CYL. D/ROW",NN3022HSKC0NAUP-6,1,EA,14,26,0,141
1840,E,ML0032,LYNX 300M,MT1120 = 'V0395',620203-37130,MT1120V0395;MS/LS BE_3A_B86_3500_BP22/30,HEAD STOCK ASSY,140101-01368,"BEARING,BALL;ANGULAR",120BER10ETYNDBDCP10P4YU214,1,AY,12.7,30,25,150.048
